FAMILIA;TAMAÑO;PLANIFICACIÓN;MAE_XGB;MAE_PLANNER;N;MEJORA_XGB;MODELO_ELEGIDO
MO;BD3;SISTEMA DE ILUMINACION/EMERGENCIAS;37,86164474487305;36,5;2;-1,3616447448730469;patron
SKID;20' - 45';PRUEBAS ELECTRICAS CON TENSION;8,374148845672607;7,0;1;-1,3741488456726074;patron
MO;BD3;TORQUEO;1,3873729705810547;0,0;1;-1,387372970581055;patron
MO;BD1;TRABAJOS DE FORRADO DE TUBERIAS;3,395840644836426;2,0;1;-1,3958406448364258;patron
PM;20' - 45';REALIZACION DE PRUEBAS PCI;1,3995294570922852;0,0;1;-1,3995294570922852;patron
MO;BD1;TRABAJOS DE INSTALACION PCI;3,491302490234375;2,0;1;-1,491302490234375;patron
AIO;20' - 40';TORQUEO;8,630864779154459;6,666666666666667;3;-1,964198112487792;patron
AIO;45' - 56';TRABAJOS DE FORRADO DE TUBERIAS;10,000064849853516;8,0;1;-2,000064849853516;patron
AIO;20' - 40';NIVELACION;7,095897197723389;5,0;2;-2,0958971977233887;patron
PM;20' - 45';MONTAJE DE EQUIPOS DE MONITORIZACION;7,245232343673706;5,0625;8;-2,182732343673706;patron
AIO;20' - 40';PRUEBAS ELECTRICAS CON TENSION;4,518957853317261;2,0;2;-2,5189578533172607;patron
AIO;45' - 56';MONTAJE DE EQUIPOS DE MONITORIZACION;49,56636428833008;46,833333333333336;3;-2,7330309549967424;patron
MO;BD3;ENSAMBLAJE DE EQUIPOS (CUADRO PRINCIPAL Y UPS);6,765937805175781;4,0;1;-2,765937805175781;patron
MO;BD3;MECANIZADO DE ELEMENTOS DE INSTALACION MECANICA;15,803882598876953;13,0;1;-2,803882598876953;patron
AIO;20' - 40';INSTALACION CARRILES DE SOPORTACION;26,857125600179035;24,0;3;-2,8571256001790357;patron
MO;BD3;CONTROL DE ACCESO;6,40107536315918;3,5;2;-2,90107536315918;patron
AIO;20' - 40';CADENAS PORTACABLES;10,901373982429504;8,0;2;-2,9013739824295044;patron
PM;50' - 56';MECANIZADO DE ELEMENTOS DE INSTALACION ELECTRICA;15,591325569152833;12,675;4;-2,916325569152832;patron
MO;BD1;INSTALACION DE ELEMENTOS Y/O EQUIPOS;11,971752166748047;9,0;1;-2,971752166748047;patron
PM;50' - 56';MONTAJE DE TUBERIAS;12,479378461837769;9,5;4;-2,979378461837769;patron
AIO;20' - 40';CERRAMIENTO DE ALUMINIO;9,981398105621338;7,0;2;-2,981398105621338;patron
AIO;20' - 40';CIERRE DE CUADROS Y PENDIENTES ELECTRICOS;8,279601097106934;5,0;1;-3,2796010971069336;patron
AIO;20' - 40';TRABAJOS DE INSTALACION PCI;12,289217631022135;9,0;3;-3,289217631022135;patron
SKID;20' - 45';INSTALACION DE PUERTAS;10,142834981282553;6,666666666666667;3;-3,4761683146158857;patron
PM;50' - 56';LIMPIEZA FINAL CUADROS;9,478782653808594;6,0;1;-3,4787826538085938;patron
SKID;20' - 45';PRUEBAS ELECTRICAS SIN TENSION;10,17141596476237;6,666666666666667;3;-3,5047492980957022;patron
AIO;20' - 40';INSTALACION DE SUELO;10,2041654586792;6,5;2;-3,704165458679199;patron
MO;BD1;PERFILERIA EXTERIOR;6,981828689575195;3,0;1;-3,9818286895751953;patron
PM;50' - 56';REPASOS DE PINTURA;11,216818475723267;7,1499999999999995;6;-4,066818475723268;patron
SKID;20' - 45';TORQUEO;8,860519409179688;4,666666666666667;3;-4,1938527425130205;patron
MO;BD1;INSTALACION DE SUELO;6,306672096252441;2,0;1;-4,306672096252441;patron
SKID;20' - 45';MECANIZADO DE ELEMENTOS DE INSTALACION MECANICA;11,373088836669922;7,0;3;-4,373088836669922;patron
AIO;45' - 56';ENSAMBLAJE DE EQUIPOS (CUADRO PRINCIPAL Y UPS);12,2173703511556;7,0;3;-5,2173703511556;patron
MO;BD3;SOPORTE A COMMISSIONING;8,259880065917969;3,0;1;-5,259880065917969;patron
PM;50' - 56';LIMPIEZA FINAL;24,67387068612235;19,228571428571428;7;-5,445299257550921;patron
AIO;45' - 56';SISTEMA DE TIERRAS;18,012444814046223;12,0;3;-6,012444814046223;patron
DH;2u-4u;ETIQUETADO DE CABLE Y EQUIPOS;7,11871337890625;1,0;1;-6,11871337890625;patron
MO;BD3;TRABAJOS DE FORRADO DE TUBERIAS;9,029544830322266;2,5;1;-6,529544830322266;patron
SKID;20' - 45';INSTALACION DE BANDEJAS;34,93773905436198;28,166666666666668;3;-6,771072387695309;patron
PM;50' - 56';SISTEMA DE TIERRAS;27,268857029506137;20,457142857142856;7;-6,811714172363281;patron
PM;50' - 56';CONTROL DE ACCESO;8,585416793823242;1,5;2;-7,085416793823242;patron
PM;50' - 56';PANELADO;23,24118821280343;16,04285714285714;7;-7,198331069946288;patron
DH;2u-4u;LIMPIEZA FINAL CUADROS;12,22760009765625;5,0;1;-7,22760009765625;patron
DH;2u-4u;ENSAMBLAJE DE EQUIPOS (CUADRO PRINCIPAL Y UPS);11,81220531463623;4,0;1;-7,8122053146362305;patron
AIO;45' - 56';INSTALACION DE SUELO;17,59955342610677;9,666666666666666;3;-7,932886759440104;patron
AIO;20' - 40';PANELADO;17,34049892425537;9,0;2;-8,340498924255371;patron
AIO;20' - 40';TRABAJOS PREVIOS MECANICOS;11,508432388305664;3,0;2;-8,508432388305664;patron
MO;BD3;CIERRE DE CUADROS Y PENDIENTES MECANICOS;12,81021785736084;4,0;2;-8,81021785736084;patron
PM;50' - 56';ETIQUETADO DE CABLE Y EQUIPOS;25,734554036458334;16,766666666666666;3;-8,967887369791669;patron
DH;2u-4u;MONTAJE DE TUBERIAS;15,136363983154297;5,5;1;-9,636363983154297;patron
MO;BD3;INSTALACION ROXTEC;14,19614315032959;2,5;2;-11,69614315032959;patron
DH;2u-4u;REPASOS DE PINTURA;12,759597778320312;0,75;1;-12,009597778320312;patron
MO;BD3;CORTE Y ENSAMBLAJE DE CARRILES Y BANDEJAS;27,747486114501953;15,5;2;-12,247486114501951;patron
AIO;20' - 40';TRABAJOS DE FORRADO DE TUBERIAS;16,051326751708984;1,0;1;-15,051326751708984;patron
SKID;20' - 45';CERRAMIENTO DE ALUMINIO;18,172330856323242;3,0;2;-15,172330856323242;patron
MO;BD3;PRUEBAS ELECTRICAS CON TENSION;18,76976203918457;3,0;1;-15,76976203918457;patron
MO;BD3;TRABAJOS DE CONEXIONADO Y VALVULERIA;17,838253021240234;2,0;1;-15,838253021240234;patron
AIO;45' - 56';LIMPIEZA FINAL CUADROS;17,033615112304688;1,0;1;-16,033615112304688;patron
MO;BD3;INSTALACION DE PUERTAS;17,06922149658203;1,0;1;-16,06922149658203;patron
MO;BD3;NIVELACION;19,95024871826172;2,0;2;-17,95024871826172;patron
AIO;45' - 56';INSTALACION DE UTP;43,26075744628906;24,0;2;-19,260757446289062;patron
AIO;20' - 40';MONTAJE DE EQUIPOS DE MONITORIZACION;52,959516525268555;32,0;1;-20,959516525268555;patron
DH;2u-4u;INSTALACION ROXTEC;21,710121154785156;0,0;1;-21,71012115478516;patron
PM;50' - 56';PRUEBAS ELECTRICAS CON TENSION;24,38920783996582;1,0;2;-23,38920783996582;patron
AIO;45' - 56';SOPORTE A COMMISSIONING;41,91461801528931;16,25;2;-25,664618015289307;patron
MO;BD3;INTRODUCCION/FIJACION DE EQUIPOS;45,5118350982666;18,5;2;-27,0118350982666;patron
PM;50' - 56';INSTALACION DE UTP;29,361690659956498;0,020454545454544615;1;-29,341236114501957;patron
MO;BD3;INSTALACION DE ELEMENTOS Y/O EQUIPOS;37,98612022399902;4,5;2;-33,48612022399902;patron
MO;BD3;INSTALACION CARRILES DE SOPORTACION;46,435312271118164;3,75;2;-42,68531227111816;patron
MO;BD3;INSTALACION DE BANDEJAS;81,3070821762085;27,0;2;-54,307082176208496;patron
MO;BD3;CONEXIONADO DE EQUIPOS;128,41109085083008;50,5;2;-77,91109085083008;patron
MO;BD3;INSTALACION DE CABLE;184,4269027709961;50,5;2;-133,9269027709961;patron
AIO;20' - 40';MANTENIMIENTO;21,901373982429504;;2;;xgboost
AIO;45' - 56';MANTENIMIENTO;32,27066385746002;;2;;xgboost
DH;2u-4u;MANTENIMIENTO;56,13375282287598;;1;;xgboost
PM;20' - 45';MANTENIMIENTO;33,27061653137207;;3;;xgboost
SKID;20' - 45';MANTENIMIENTO;20,94894250233968;;3;;xgboost
